35,70,57,54
33,70,54,54
34,70,51,52
36,70,53,52
35,70,51,52
39,70,54,52
46,70,53,51
42,72,54,52
40,71,54,52
40,72,54,52
31,74,57,54
30,74,57,55
32,80,58,54
32,77,57,55
30,75,50,56
32,71,51,52
35,72,52,51
32,72,51,52
32,73,51,52
33,71,52,50
43,73,53,52
46,71,53,51
48,74,52,52
48,72,51,52
44,72,52,51
38,73,52,51
37,74,53,51
37,73,53,51
37,73,53,51
36,74,53,52
52,75,54,53
49,74,54,51
59,74,53,51
55,74,55,53
56,74,53,53
40,75,54,51
39,76,54,51
39,76,54,52
38,76,54,52
40,76,54,51
47,79,53,50
46,78,54,50
44,78,53,50
44,79,54,50
46,79,56,50
41,79,52,50
47,79,54,51
50,78,52,52
51,79,56,51
50,78,52,50
54,78,53,50
63,78,53,50
60,78,55,50
55,79,55,51
53,78,55,51
44,83,53,50
42,83,53,50
43,81,53,50
42,81,53,50
42,81,55,51
54,78,54,51
52,77,52,51
52,77,52,51
53,77,52,51
53,77,52,51
51,76,53,51
51,76,53,51
53,77,53,52
52,76,52,51
53,77,52,51
59,75,53,51
60,75,53,52
59,75,53,52
58,75,52,52
57,75,53,51
56,73,54,51
56,73,54,51
55,73,54,51
55,73,55,51
56,73,55,51
52,73,51,48
51,73,52,47
52,73,51,48
50,73,52,47
51,73,54,48
52,70,54,50
52,71,54,50
52,70,54,50
53,70,53,50
52,70,54,50
56,70,53,48
58,70,54,48
63,70,54,48
59,70,54,48
61,70,54,48
51,70,54,50
52,70,54,49
51,70,53,49
50,70,54,50
51,70,54,50
70,69,50,49
71,69,50,49
68,69,49,49
69,69,52,49
70,69,51,49
62,70,53,50
60,70,52,49
57,70,53,52
59,70,54,52
59,70,52,51
70,70,53,49
58,70,53,50
59,70,55,51
61,70,53,49
60,70,53,49
59,70,52,47
58,70,53,50
57,70,52,48
59,70,52,50
58,70,52,48
56,70,57,51
58,70,51,52
58,70,51,51
60,70,51,52
58,70,51,52
53,70,52,50
52,70,52,47
54,70,53,48
54,70,54,48
55,70,53,47
71,70,52,49
73,70,51,50
67,70,51,49
65,70,51,49
65,70,51,49
78,70,52,52
63,70,51,54
65,70,51,52
63,70,52,51
64,70,51,51
58,70,51,51
56,70,52,50
56,70,51,51
55,70,51,50
55,70,51,51
52,70,51,53
51,70,51,54
52,70,51,53
52,70,51,54
53,70,51,54
55,70,49,51
52,70,50,51
52,70,50,51
52,70,50,52
52,70,50,51
54,70,48,51
52,70,50,51
52,70,51,51
54,70,50,51
52,70,50,52
60,71,49,50
58,71,49,50
58,71,49,51
58,71,49,50
59,71,49,50
65,72,49,49
61,73,49,49
61,73,49,49
63,73,49,49
64,73,49,49
60,73,51,50
64,74,50,50
67,72,53,50
82,73,53,49
74,73,51,50
58,74,54,49
59,75,54,49
61,75,54,49
60,75,54,49
60,75,54,50
56,75,54,49
54,75,54,49
55,75,55,50
56,75,55,49
57,75,55,49
51,76,55,49
52,76,55,49
52,76,55,49
53,76,55,49
53,76,55,50
57,78,54,50
59,77,54,50
59,77,55,50
60,77,55,50
60,78,54,49
66,79,55,50
66,81,54,50
73,81,55,50
69,81,54,51
70,81,53,51
63,80,55,50
58,78,55,50
59,78,56,50
61,79,55,50
63,75,56,50
68,83,53,49
70,83,54,48
64,83,54,47
69,84,53,48
71,83,53,48
69,80,53,49
74,80,53,49
73,76,53,49
73,79,53,48
77,79,52,48
74,75,51,50
72,74,52,49
74,74,51,50
69,74,51,50
66,74,52,50
61,75,53,52
61,75,54,51
61,76,54,51
61,78,52,51
64,76,51,50
63,76,55,50
64,75,52,52
64,79,51,51
69,79,51,51
70,82,51,51
66,80,51,50
67,77,49,50
63,75,51,50
64,74,51,51
64,74,50,50
70,72,56,50
70,73,53,51
67,70,54,51
68,70,51,51
68,72,53,50
70,70,53,50
74,70,57,50
77,71,56,50
73,71,54,49
74,71,55,49
70,70,50,49
69,70,58,49
69,70,57,48
68,70,61,49
68,70,63,49
72,70,56,51
73,70,51,51
73,70,53,51
74,70,51,51
74,70,56,51
70,70,54,51
76,70,60,51
76,70,58,51
78,70,56,52
77,70,57,51
71,70,53,50
70,70,56,51
69,70,55,51
70,70,54,50
72,70,54,50
71,70,49,51
71,70,50,52
74,70,50,51
71,70,50,51
72,70,50,51
71,70,51,52
74,70,50,51
72,70,51,51
71,70,50,52
71,70,50,51
73,70,49,51
70,70,52,51
71,70,52,51
76,70,49,50
76,69,50,51
70,70,51,52
70,70,51,51
70,70,51,52
69,70,51,52
70,70,51,51
71,70,50,50
70,70,50,50
70,70,50,51
72,70,51,51
72,70,50,52
64,70,49,50
64,70,49,50
64,70,49,50
64,70,49,50
65,70,49,49
68,70,50,49
68,70,49,49
68,70,49,49
67,70,49,49
66,70,49,50
68,70,48,50
73,70,49,50
74,70,49,49
78,70,50,49
77,70,48,49
75,70,48,49
75,70,48,50
75,70,48,50
73,70,50,50
74,70,51,49
66,70,50,56
67,70,51,52
67,70,51,52
71,70,50,51
71,71,49,52
73,70,50,51
73,70,51,51
77,70,50,51
75,73,50,52
61,67,49,49
61,67,50,51
61,66,50,50
61,65,50,50
60,65,50,50
61,67,49,50
61,73,48,51
61,70,48,51
61,71,49,51
61,74,48,52
61,75,48,50
61,70,50,51
60,75,49,51
61,73,49,50
61,74,50,50
61,84,49,51
61,67,49,51
61,63,49,51
61,63,49,50
61,65,49,51
61,67,48,51
61,67,50,52
61,66,50,52
61,64,49,52
61,64,51,51
61,66,51,51
61,77,49,52
60,83,49,51
61,80,48,51
61,77,50,50
61,79,50,51
61,70,49,50
60,70,49,51
60,70,51,51
61,69,50,51
61,71,49,51
61,75,49,50
61,72,48,50
61,74,48,50
60,72,48,50
59,70,49,51
61,74,48,52
61,75,52,52
61,77,52,51
61,73,53,48
61,70,53,50
61,75,51,50
61,74,50,49
61,73,50,50
61,69,49,49
61,71,50,49
61,70,53,48
61,69,52,49
61,68,51,48
61,67,53,49
61,67,51,49
61,69,52,48
61,68,51,49
61,67,51,49
61,68,51,48
61,71,52,49
61,70,51,48
61,68,52,48
61,79,51,49
61,78,52,48
60,77,53,48
61,72,51,49
61,78,51,49
61,77,51,48
61,80,51,48
60,80,51,50
61,68,49,49
61,69,49,49
59,68,49,49
61,69,49,49
61,69,49,48
61,69,51,48
61,67,50,48
61,68,50,49
61,69,50,49
61,72,50,49
61,71,49,49
61,72,50,49
61,71,50,49
60,70,50,49
61,70,50,49
61,67,52,48
61,68,51,48
61,67,51,48
61,67,51,49
61,77,51,49
61,69,52,49
61,69,51,48
61,71,49,48
61,71,48,48
61,77,52,48
61,70,51,51
61,69,52,49
61,69,55,51
61,70,55,49
61,74,55,49
61,83,56,50
62,82,56,48
61,75,56,50
61,79,55,51
61,76,56,51
61,72,57,49
61,72,56,50
61,74,57,49
64,87,57,48
63,81,57,52
59,74,54,55
61,73,57,54
61,73,54,54
63,75,59,55
60,74,55,53
60,74,56,52
61,78,56,52
61,83,57,51
61,84,57,51
61,76,55,50
61,73,54,49
61,74,54,49
62,73,56,49
61,73,56,49
62,71,56,48
62,72,56,50
62,75,55,50
62,72,55,48
62,73,54,49
62,73,54,48
62,84,56,49
62,81,56,49
62,82,55,48
62,82,53,49
62,79,53,48
62,73,52,51
61,75,52,50
62,80,57,51
62,85,52,50
61,84,57,50
62,80,51,49
61,83,52,50
61,80,52,50
62,81,52,50
61,82,53,49
62,73,52,51
61,71,52,51
62,74,52,48
62,77,51,50
61,77,51,48
61,72,50,50
61,71,51,49
61,74,52,50
61,75,52,50
60,76,51,50
61,72,52,50
61,76,52,50
62,72,52,49
61,72,52,49
61,77,52,50
61,72,51,51
61,76,52,51
61,73,54,49
61,69,55,49
61,67,53,49
61,76,52,50
61,70,51,48
61,74,51,48
62,73,52,48
61,72,51,48
61,78,51,48
61,77,52,48
61,73,51,47
61,73,53,47
61,73,51,48
61,74,52,49
61,74,52,51
61,73,53,50
61,67,51,50
61,69,50,52
61,81,51,48
61,81,51,49
61,73,51,47
62,76,51,47
61,75,51,48
62,72,51,47
62,75,51,49
62,79,51,49
62,76,51,49
62,72,51,50
64,63,51,50
64,63,55,50
64,62,65,49
64,60,63,49
65,64,64,49
61,65,60,49
61,68,61,49
60,64,55,49
60,66,58,50
60,70,55,51
61,73,66,50
62,74,59,51
61,75,57,50
62,76,60,50
62,75,55,50
61,72,58,52
61,74,58,52
62,70,58,52
62,71,55,52
61,71,57,53
61,71,54,50
61,72,55,50
61,70,63,49
61,69,62,50
61,68,62,49
61,73,57,52
61,70,58,52
62,69,57,52
61,70,61,50
61,74,60,51
61,68,53,54
62,66,52,52
61,60,52,51
62,73,53,53
62,72,53,52
61,67,57,48
61,61,54,48
61,65,57,49
61,67,58,49
61,63,58,49
